index,study,age,gender,education,language,birth_place,location,group,task,id,t1_exclude,t1_dscore,t2_exclude,t2_dscore,Q1_A1,Q1_A2 *,Q1_A3 *,Q1_A4,Q1_A5 *,Q1_A6,Q1_A7,Q1_A8 *,Q1_A9,Q1_A10 *,t1_ques,Q2_A1,Q2_A2 *,Q2_A3 *,Q2_A4,Q2_A5 *,Q2_A6,Q2_A7,Q2_A8 *,Q2_A9,Q2_A10 *,t2_ques_computed,t2_ques,t1_ques_norm,t2_ques_norm,1st check indicator,2nd check,2nd check indicator,exclude,exclude_t1,dscore_paired_even_t1,dscore_paired_odd_t1,exclude_t2,dscore_paired_even_t2,dscore_paired_odd_t2,t1_com_d_norm,t2_com_d_norm
731,S1,54,Male,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_2v6Qa7QZPKayDxG,False,-0.618669669,False,-0.810414404,4,2,1,3,2,3,4,2,4,4,37,5,1,1,5,1,5,5,1,5,1,50,50,1.034308889,1.267349823,,extrovert,,0,False,-0.644529861,-0.605253679,False,-1.172873111,-0.659862464,-0.291597788,-0.619419107
734,S1,30,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_2VmubQ0Sx3Ylt3q,False,0.153336379,False,-0.351912658,1,4,4,2,4,4,3,5,2,4,21,1,5,5,1,5,1,1,5,1,5,10,10,-0.795924485,-1.247195074,,introverted,,0,False,-0.051885158,0.296548467,False,-0.326856463,0.146639701,1.028282208,0.164470196
735,S1,51,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2VQ59xS9t4yUdYK,False,0.80265225,False,0.295100261,2,4,3,3,4,3,2,3,3,4,25,1,5,5,1,5,1,1,5,1,5,10,10,-0.338366141,-1.247195074,,introverted,,0,False,0.516201547,0.726253258,False,0.213646058,0.545667144,2.138401788,1.270652476
736,S1,47,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_2WG1DxXy3Hxt7zO,False,-0.514487887,False,-0.072319052,2,3,4,4,3,3,4,4,2,4,27,5,1,1,5,1,5,5,1,5,1,50,50,-0.10958697,1.267349823,,extrovert,,0,False,-0.586194724,-0.371347765,False,-0.168240047,0.099711178,-0.113480725,0.642484597
738,S1,54,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2WSXkAZyovODvSb,False,-1.142660449,False,-0.602117832,1,3,4,1,5,3,2,5,1,4,17,5,1,1,5,1,5,5,1,5,1,50,50,-1.253482828,1.267349823,,extroverted,,0,False,-1.100027018,-0.973651507,False,-0.594649686,-0.673744559,-1.187452103,-0.263299515
739,S1,60,Male,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2WZjCRgCOluGBMU,False,-0.966717934,False,-1.050442274,1,5,5,2,4,2,1,5,2,5,14,5,1,1,5,1,5,5,1,5,1,50,50,-1.596651585,1.267349823,,extraverted,,0,False,-1.05061217,-0.884369149,False,-0.991062231,-1.120142483,-0.886647458,-1.029788928
743,S1,36,Male,Associate's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2y9i5v87LOsHtm7,False,-1.224198494,False,-1.136875488,2,4,2,2,4,3,2,5,1,4,21,2,4,3,2,4,3,2,5,1,4,20,20,-0.795924485,-0.61855885,,,,0,False,-1.131850238,-1.347932579,False,-1.15754044,-1.466172526,-1.326855718,-1.177561696
744,S1,41,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_2Yb4adSZmLCKalj,False,-0.450560145,False,-0.02139248,4,2,2,4,2,4,4,4,3,2,37,4,2,2,5,2,4,4,5,3,2,37,37,1.034308889,0.450122732,,,,0,False,-0.156467599,-0.805396046,False,0.175470133,-0.320622945,-0.004185016,0.72955252
746,S1,46,Male,Master's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2yr6WZbzmTOQZS3,False,-0.610092433,False,-0.708707222,3,4,2,2,4,3,4,4,2,4,26,1,5,5,2,5,2,1,5,1,5,12,12,-0.223976555,-1.121467829,,introvert,,0,False,-0.606421762,-0.667688906,False,-0.699127689,-0.7822575,-0.276933496,-0.445532807
750,S1,26,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_2zI3MzDBkSc2kKp,False,0.603683737,False,-0.038363441,4,2,2,4,2,4,5,3,3,2,39,4,2,2,4,2,4,5,3,3,2,39,39,1.26308806,0.575849976,,,,0,False,0.333127192,0.603632474,False,0.178578409,0.042123962,1.798230153,0.700537681
752,S1,22,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_31iVPm0eEJaT6cN,False,-1.005675609,False,0.18481232,1,5,5,1,4,2,1,4,2,5,14,1,5,5,1,5,1,1,5,1,5,10,10,-1.596651585,-1.247195074,,introverted,,0,False,-1.36726164,-0.740826836,False,0.410197307,-0.28188386,-0.953252448,1.082095861
754,S1,29,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_33r5SqHuffAEGYU,False,-0.602849281,False,-0.184682182,2,2,3,4,2,4,4,4,3,3,33,2,2,2,4,3,4,4,4,3,2,34,34,0.576750545,0.261531864,,,,0,False,-0.386356679,-0.848017466,False,-0.145807314,-0.298810611,-0.264550056,0.450380081
756,S1,40,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3dEvvHKiOJ7x9mc,False,-0.574028875,False,0.213692446,3,2,2,4,3,4,2,3,3,4,32,5,1,1,5,1,5,5,1,5,1,50,50,0.462360959,1.267349823,,extroverted,,0,False,-0.480605367,-0.566187167,False,0.25171348,0.17293502,-0.215276508,1.13147151
757,S1,31,Female,Professional degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3dNb4ffH4V96Ets,False,-0.744584007,False,-0.524683452,2,4,2,4,3,4,4,4,3,4,30,2,3,2,4,4,4,3,4,2,4,28,28,0.233581788,-0.11564987,,,,0,False,-0.795144171,-0.804457051,False,-0.448922463,-0.721952179,-0.506870475,-0.130911835
758,S1,41,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3Do2WoZYkHBJF5w,False,-1.000682194,False,0.32504936,1,5,4,2,5,2,1,5,1,5,13,5,1,1,5,1,5,5,2,5,1,49,49,-1.711041171,1.204486201,,Extroverted,,0,False,-0.926762762,-0.916670166,False,0.3967702,-0.023789386,-0.944715327,1.321855723
759,S1,25,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3e9umRT7vaC9J5R,False,0.369814171,False,0.632858808,2,2,2,4,4,4,2,5,2,2,29,5,1,1,5,1,5,5,1,5,1,50,50,0.119192202,1.267349823,,extrovert,,0,False,0.096178527,0.602707787,False,0.779730109,0.666924407,1.398389034,1.848110063
760,S1,48,Female,I prefer not to say,English,United Kingdom ,United Kingdom ,2,IAT,R_3efTnlWxlig1j1B,False,-0.830987652,False,-0.792878571,1,3,3,3,4,3,1,4,1,4,21,4,1,1,5,2,5,5,1,5,1,48,48,-0.795924485,1.141622578,,extraverted,,0,False,-0.995764283,-0.548363533,False,-0.485227933,-0.862084412,-0.65459269,-0.589438518
765,S1,61,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3fcl6msrzUTymwA,False,-0.205292916,False,-0.983440375,2,3,2,4,3,4,2,3,3,3,31,2,2,2,3,3,4,2,3,3,2,32,32,0.347971374,0.135804619,,,,0,False,-0.419804969,0.06723621,False,-1.182398215,-0.862270912,0.415142409,-0.915237408
770,S1,35,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3Gcuq42XA4zAh5N,False,-0.651387943,False,0.121433323,3,2,2,4,3,4,4,4,2,3,33,5,1,1,5,1,5,5,5,5,1,46,46,0.576750545,1.015895333,,extravert,,0,False,-0.569894234,-0.462234612,False,0.232423837,0.202638048,-0.347535427,0.973738327
771,S1,33,Male,Professional degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3GDrHODOLk578J3,False,0.590503,False,0.292151078,2,2,2,4,5,4,2,5,2,3,27,5,1,1,5,1,5,5,1,5,1,50,50,-0.10958697,1.267349823,,ectroverted,,0,False,0.572311743,0.584855855,False,0.37010466,0.053088023,1.775695366,1.265610329
772,S1,35,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_3gSKZnnxRK0X7ZS,False,0.194008615,False,-0.195675337,1,3,4,3,4,3,2,5,2,4,21,1,5,5,1,5,1,1,5,1,5,10,10,-0.795924485,-1.247195074,,introvert,,0,False,0.285966373,0.259523808,False,-0.294493504,-0.053618965,1.097818542,0.43158535
775,S1,47,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_3hECA8sSzRsbhW4,False,-1.023979543,False,-0.810255253,1,4,2,2,5,2,1,5,1,5,16,1,5,5,1,5,1,1,5,1,5,10,10,-1.367872414,-1.247195074,,introverted,,0,False,-0.821682296,-1.260754092,False,-0.72444561,-0.216902256,-0.984546239,-0.61914701
776,S1,49,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_3hhCWC0DTKMm270,False,0.48136738,False,0.712409777,2,3,1,3,2,3,3,4,3,4,30,1,5,5,1,4,1,1,5,1,5,11,11,0.233581788,-1.184331451,,introvert,,0,False,0.322449791,0.473640878,False,0.7991733,0.648060027,1.589108846,1.984116423
779,S1,25,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_3HvQkrLy4a52l90,False,-0.985648202,False,-0.517536264,3,2,3,3,4,3,2,5,5,4,28,1,2,4,1,1,2,2,5,1,5,20,20,0.004802616,-0.61855885,,introverted,,0,False,-1.060762501,-0.677959439,False,-0.532210051,-0.090008442,-0.919012076,-0.118692462
781,S1,31,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3ixLHQbao8yM5L0,False,-0.454486816,False,0.002423205,3,1,1,5,3,4,4,4,1,2,36,3,1,1,5,3,4,4,4,2,2,37,37,0.919919303,0.450122732,,,,0,False,-0.487650693,-0.427058911,False,-0.128570554,0.079352893,-0.010898351,0.770269618
782,S1,39,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3j7ej9dH5AIkaDc,False,-1.039932255,False,-0.660738332,1,4,3,2,5,2,1,5,1,5,15,1,4,3,2,5,2,1,5,1,5,15,15,-1.482261999,-0.932876962,,,,0,False,-0.877439811,-1.119945697,False,-0.416355723,-0.896297345,-1.011820204,-0.363521561
786,S1,28,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3jeWRcYrACFrxUe,False,-0.942897012,False,0.009582275,3,2,2,4,2,4,4,4,3,2,36,5,1,1,5,1,5,5,2,5,1,49,49,0.919919303,1.204486201,,extroverted,,0,False,-0.873581067,-1.034937317,False,-0.305610117,0.065532874,-0.845921404,0.782509307
794,S1,58,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_3lKRgoJfWfB83Nl,False,0.22038467,False,-1.315545903,3,2,2,4,2,2,3,2,4,2,36,1,5,4,2,1,4,2,4,1,4,22,22,0.919919303,-0.492831605,,Introvertive,,0,False,0.019547616,0.665839651,False,-1.163529265,-1.304357895,1.142913044,-1.483030166
795,S1,39,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_3m1PrOflKsNecpA,False,-0.652437473,False,-0.690090091,1,2,2,2,4,2,1,5,1,5,19,1,4,4,1,5,1,1,5,1,5,12,12,-1.024703656,-1.121467829,,introverted,,0,False,-0.575554449,-0.610258428,False,-0.734239955,-0.758211881,-0.349329782,-0.413703549
800,S1,51,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_3n2u4lmtvMoPldW,False,-0.84394763,False,-0.576458275,4,1,1,4,2,2,3,2,4,2,39,1,5,5,1,5,1,1,5,1,5,10,10,1.26308806,-1.247195074,,introverted ,,0,False,-0.696823657,-1.111405926,False,-0.63067826,-0.472738888,-0.676750049,-0.219429994
802,S1,27,Female,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3NChKvGTuGvtXtH,False,-0.478524713,False,-0.413687338,2,4,4,2,5,3,1,5,2,4,18,2,4,4,2,5,3,1,5,2,4,18,18,-1.139093242,-0.744286094,,,,0,False,-0.432992235,-0.337882413,False,-0.283178236,-0.798536942,-0.051995359,0.058855527
809,S1,54,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3PB4zwGIY7n0hxH,False,-0.607975108,False,-0.524880251,1,4,3,1,5,2,1,5,1,4,15,1,2,3,1,5,2,1,5,1,4,17,17,-1.482261999,-0.807149717,,,,0,False,-0.622153203,-0.781266091,False,-0.365244944,-0.784344655,-0.273313556,-0.131248297
810,S1,46,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_3PKTMlFmSDl0xVv,False,-0.084857153,False,-0.640538934,2,4,3,2,4,4,1,5,1,4,20,2,4,3,4,4,4,2,5,1,4,23,23,-0.91031407,-0.429967982,,,,0,False,0.286612759,-0.423007634,False,-0.686238081,-0.562156984,0.621048509,-0.32898714
812,S1,33,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_3po51S8Z5yBA53B,False,-0.366014905,False,-0.120810665,2,3,2,2,4,4,1,4,2,3,25,1,5,5,1,5,1,1,5,1,5,10,10,-0.338366141,-1.247195074,,introverted,,0,False,-0.006211252,-0.417592765,False,0.008318966,-0.250434717,0.140359928,0.559579663
813,S1,21,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3qCMn1w9aFMg2Gv,False,-0.988206068,False,-0.276424801,2,4,2,2,4,2,2,3,2,5,22,2,3,2,3,4,2,2,3,3,5,25,25,-0.681534899,-0.304240738,,,,0,False,-0.786669354,-0.787011198,False,0.029421537,-0.595399543,-0.923385197,0.293529953
818,S1,50,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3spitGdBnz4D2Aj,False,-0.547139728,False,-0.909840073,4,2,2,4,3,4,4,2,1,3,35,4,3,3,4,3,4,4,3,2,3,33,33,0.805529717,0.198668242,,,,0,False,-0.685903503,-0.455209158,False,-1.505303105,-0.563985286,-0.169304784,-0.789404759
822,S1,37,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_7U4LtIfgVvE8tH3,False,-0.903707626,False,-0.453649788,1,4,2,3,4,2,1,5,1,3,20,1,4,2,3,5,3,1,5,1,3,20,20,-0.91031407,-0.61855885,,,,0,False,-0.764544108,-1.123076484,False,-0.821954909,-0.602525673,-0.778920264,-0.009467304
825,S1,69,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_9EsNg0BtjplGqB3,False,-1.301340989,False,-0.76841261,1,3,2,3,3,4,4,4,3,3,30,1,5,5,1,5,1,1,5,1,5,10,10,0.233581788,-1.247195074,,intravert,,0,False,-1.442408942,-1.026885626,False,-1.094795478,-0.771268133,-1.45874437,-0.54760966
826,S1,33,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_a5Jr0jJuWmNjEDT,False,-0.527579094,False,-0.683743261,3,3,3,3,2,2,2,4,2,4,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.223976555,1.267349823,,extrovert,,0,False,-0.487474712,-0.455579976,False,-0.795518796,-0.618998236,-0.135862444,-0.402852528
827,S1,31,Female,Doctorate degree,English,United Kingdom ,United Kingdom ,2,IAT,R_aah4oVNTARjmBDr,False,-0.287143653,False,0.299890658,2,2,2,4,4,4,4,5,2,4,29,5,1,1,5,1,5,5,1,5,1,50,50,0.119192202,1.267349823,,extrovert ,,0,False,0.114303545,0.02072505,False,0.329964244,0.257226141,0.275204192,1.278842501
828,S1,35,Female,Bachelor's degree,English,Australia ,United Kingdom ,2,IAT,R_aaW3dR5HviH8ZgZ,False,-0.710567049,False,-0.168251648,4,1,2,4,2,4,4,2,4,2,41,5,1,1,5,1,5,5,1,5,1,50,50,1.491867232,1.267349823,,extraverted,,0,False,-0.534483412,-0.926774066,False,-0.586548083,0.106073315,-0.448712507,0.478470966
833,S1,40,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_ba8FFkdrrbHZBCh,False,0.905474003,False,0.380202665,3,4,1,5,4,4,3,4,3,3,32,5,1,1,5,1,5,5,1,5,1,50,50,0.462360959,1.267349823,,extroverted,,0,False,0.972497911,0.832273515,False,0.443110219,0.111528615,2.314193643,1.41614999
834,S1,37,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_bl2sae5L7OJJ54d,False,-0.405977973,False,-0.343269869,2,5,4,1,5,2,3,5,5,5,19,2,5,4,2,5,2,3,5,1,5,16,16,-1.024703656,-0.870013339,,,,0,False,-0.64742704,-0.243233007,False,-0.36701011,-0.19950019,0.07203604,0.179246563
835,S1,52,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_BLn73KFWfbOKPUl,False,-0.740880253,False,-0.683845994,2,4,4,2,4,2,1,4,2,5,18,5,1,1,5,1,5,5,1,5,1,50,50,-1.139093242,1.267349823,,extraverted,,0,False,-0.678198849,-0.348823129,False,-0.618734438,-0.888697515,-0.500538257,-0.403028169
837,S1,29,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_BQ8FAK9w8YZz5Kh,False,-0.928398384,True,,1,4,4,2,5,1,1,5,2,5,14,5,1,1,5,1,5,5,1,5,1,50,50,,,,Extroverted,,1,False,-1.386989773,-0.66365956,True,0.020123841,0.109853788,-0.821133453,
838,S1,37,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_Buf5wkSU2f6PKGR,False,-0.383931297,False,-0.796728064,2,3,2,3,4,2,2,5,2,4,23,2,3,2,3,4,2,2,5,2,4,23,23,-0.567145313,-0.429967982,,,,0,False,-0.231468944,-0.915361069,False,-0.718773546,-0.94799901,0.109728708,-0.596019904
840,S1,47,other/ I prefer not to say,Master's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_DePLCnEhT87BVS1,False,-1.197631268,False,-0.994572299,1,4,2,2,4,1,1,5,1,5,16,1,5,5,1,5,1,1,5,1,5,10,10,-1.367872414,-1.247195074,,introverted,,0,False,-1.550368698,-1.125325804,False,-1.322929706,-0.978274228,-1.281434378,-0.934269389
841,S1,68,Female,Professional degree,English,United Kingdom ,United Kingdom ,0,IAT,R_dgJmuLb2j4XOaJj,False,-0.697897701,False,-0.341263444,2,4,3,3,3,4,3,4,2,2,28,2,4,3,3,4,4,3,4,2,3,26,26,0.004802616,-0.241377115,,,,0,False,-0.557236889,-0.743859863,False,-0.249807821,-0.540636928,-0.427052032,0.182676899
842,S1,48,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_DlcU8OMMQsbLPFf,False,-0.277320618,False,-1.026349638,3,2,2,4,2,3,4,3,2,4,33,5,1,1,5,1,5,5,1,5,1,50,50,0.576750545,1.267349823,,extravert,,0,False,-0.158712038,-0.272550239,False,-0.733984835,-1.581462523,0.291998397,-0.988598333
844,S1,33,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_DtU6oSZ0MgAw6d3,False,0.569427372,False,-0.27863681,2,4,2,3,2,3,1,3,3,2,29,1,5,5,1,5,1,1,5,1,5,10,10,0.119192202,-1.247195074,,introveterd ,,0,False,0.38316652,0.180089512,False,-0.297556903,-0.269084793,1.739662877,0.289748134
849,S1,30,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_eQFs4sVmCNf5u7L,False,-0.710812119,False,-0.585444104,1,4,2,2,4,2,4,4,2,5,22,5,1,1,5,1,5,5,1,5,1,50,50,-0.681534899,1.267349823,,extroverted,,0,False,-0.581519369,-0.496047546,False,-0.640531219,-0.577969054,-0.449131497,-0.234792846
850,S1,22,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_es8CwEks5rphHwJ,False,-0.857551351,False,-0.077719517,2,3,2,2,3,4,4,4,3,2,31,4,2,4,4,2,4,4,2,2,2,36,36,,,,Professional ?,*,1,False,-0.954800665,-0.490558983,False,-0.214237204,-0.215549017,-0.700008001,0.633251552
852,S1,62,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_NUywZeuq96CaNtD,False,-0.079578411,False,0.04256356,4,1,1,4,2,4,4,2,2,1,41,5,1,1,5,1,5,5,1,5,1,50,50,1.491867232,1.267349823,,Extrovert,,0,False,0.005081505,-0.245656534,False,-0.093563262,-0.482296496,0.630073446,0.838896609
853,S1,31,Female,Doctorate degree,English,United Kingdom ,United Kingdom ,1,IAT,R_OweOutsJ6owJrHj,False,-0.430127848,False,-0.150227512,2,3,2,3,4,4,1,5,1,5,22,1,5,5,1,5,1,1,5,1,5,10,10,-0.681534899,-1.247195074,,introverted,,0,False,-0.211289521,-0.690714755,False,-0.000583651,-0.331861334,0.030747585,0.509286394
857,S1,24,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_r1NTS2Ml4nmGUsF,False,-0.378657128,False,-0.127911174,4,2,2,4,2,4,4,2,4,3,39,5,1,1,5,1,5,5,1,5,1,50,50,1.26308806,1.267349823,,Extraverted,,0,False,-0.363330259,-0.168584704,False,-0.4047057,-0.195429844,0.118745826,0.547440095
859,S1,47,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_RE4ZjT0L2LumPe1,False,-0.886787211,False,-0.873097452,2,4,3,4,3,3,2,2,3,3,29,5,1,1,5,1,5,5,1,5,1,50,50,0.119192202,1.267349823,,extraverted,,0,False,-0.988562107,-0.839043995,False,-0.937804502,-1.019403661,-0.749991841,-0.726586793
860,S1,27,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_RPSR0kELWnC1qnf,False,0.244862328,False,0.17812057,2,2,1,4,3,4,1,4,2,4,29,5,1,1,5,1,5,5,1,4,1,49,49,0.119192202,1.204486201,,Extraverted,,0,False,0.476307585,0.122499128,False,-0.137179881,0.352163458,1.184761902,1.070655138
862,S1,35,Female,Associate's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_s5OxmhOcQRnkKU9,False,-0.68336454,False,-0.27948806,2,4,4,1,4,1,1,5,2,5,15,1,5,5,1,5,1,1,5,1,5,10,10,-1.482261999,-1.247195074,,introverted,,0,False,-0.688761162,-0.395125153,False,-0.620139991,-0.239870821,-0.402205039,0.288292774
863,S1,57,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_sIhfx2cgOT44qCB,False,-0.820004067,False,-0.325787477,1,3,3,2,5,2,1,5,1,5,16,1,5,5,1,5,1,1,1,1,5,14,14,-1.367872414,-0.995740584,,introverted,,0,False,-0.978767852,-0.519829807,False,-0.620078545,0.165388155,-0.63581432,0.209135784
866,S1,37,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_SVJEt1mU8CPV4w9,False,-1.191184094,False,-0.722071241,1,5,4,5,5,1,1,5,1,5,15,1,5,4,5,5,1,1,5,1,5,15,15,-1.482261999,-0.932876962,,,,0,False,-1.669886963,-1.144725724,False,-0.580472531,-0.658271739,-1.2704118,-0.468380946
867,S1,59,Male,High school graduate,English,Jamaica ,United Kingdom ,2,IAT,R_SVNfQuu7g3pxvqh,False,-0.497788161,False,-0.621580555,3,2,2,4,3,4,4,3,3,2,36,4,1,1,5,1,5,5,1,5,1,49,49,0.919919303,1.204486201,,outgoing ,,0,False,-0.474915847,-0.446698975,False,-0.572823922,-0.840832624,-0.084929609,-0.29657446
868,S1,20,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_svXlgLPSSxgLIAN,False,-0.915687578,False,-0.270398693,1,5,3,3,5,1,1,5,1,5,14,1,5,2,2,5,1,1,5,1,5,14,14,-1.596651585,-0.995740584,,introverted6,,0,False,-0.996319675,-0.988591133,False,-0.512762153,-0.326913019,-0.799402097,0.303832643
869,S1,47,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_sXQW2l6S3c9zFBL,False,-1.085422181,False,-0.819565527,1,5,5,1,5,1,1,3,4,2,18,5,1,1,5,1,5,5,5,5,1,46,46,,,,Extrovert,*,1,False,-1.260815869,-1.093876817,False,-1.345950265,-0.31110764,-1.089593226,-0.635064559
874,S1,67,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_u8oLuINYzmLYIYV,False,-0.71171683,False,-0.222471818,2,4,3,4,4,3,4,4,3,3,28,5,1,1,5,1,5,5,1,5,1,50,50,0.004802616,1.267349823,,extravert,,0,False,-1.039555371,-0.44967238,False,0.095650329,-0.45175237,-0.450678261,0.385772058
875,S1,42,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_UDvwOOoHSakT2Ol,False,-0.240343491,False,-0.48012066,4,1,1,4,2,3,2,4,4,2,37,5,1,5,5,1,5,5,1,5,1,46,46,1.034308889,1.015895333,,extrovert,,0,False,-0.597083978,0.041015221,False,-0.547707475,-0.147057652,0.355217293,-0.054723912
877,S1,24,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_UQ3LLkXNhmsB7Al,False,-0.60206618,False,-0.060934474,2,4,2,2,4,4,4,2,4,4,30,1,5,5,1,5,1,1,5,1,5,10,10,0.233581788,-1.247195074,,introverted  ,,0,False,-0.548113397,-0.665771739,False,-0.065951425,-0.119270275,-0.263211207,0.661948533
878,S1,33,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_uqyPlfQd02HTzIl,False,-0.976898533,False,-0.652108794,2,4,3,2,4,2,2,4,2,4,21,2,4,3,2,4,2,2,4,2,4,21,21,-0.795924485,-0.555695227,,,,0,False,-0.848169279,-1.222634863,False,-0.507884177,-0.551305531,-0.904052979,-0.348767848
879,S1,36,Female,Bachelor's degree,English,Poland ,United Kingdom ,2,IAT,R_UR1MVwW9tJgdoGZ,False,-0.129119017,False,-0.076053692,2,3,1,5,2,3,3,3,4,4,34,5,1,1,5,1,5,5,1,5,1,50,50,0.691140131,1.267349823,,extroverted,,0,False,-0.275370037,-0.062121798,False,-0.001288484,0.088561814,0.545375076,0.636099574
881,S1,27,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_VIGP4wRtMm5V3K9,False,0.363780724,False,0.154646527,3,2,2,4,3,4,3,4,2,3,32,1,5,5,1,5,1,1,5,1,5,10,10,0.462360959,-1.247195074,,Intoverted,,0,False,0.192974835,0.530422113,False,-0.00761992,0.286306637,1.388073796,1.030522136
882,S1,26,Female,Professional degree,English,United Kingdom ,United Kingdom ,1,IAT,R_vpjUJn616WOahMd,False,0.641967308,False,0.043097376,4,1,1,3,1,4,4,2,4,2,42,1,5,5,1,5,1,1,5,1,5,10,10,1.606256818,-1.247195074,,introverted,,0,False,0.663820625,0.67987086,False,0.262642832,0.002127139,1.863682644,0.839809261
884,S1,31,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_vuGHNTfze5TURDH,False,-0.617670269,False,-0.023517769,1,3,2,3,3,3,1,3,3,3,27,2,3,2,3,3,4,2,3,4,3,31,31,-0.10958697,0.072940997,,,,0,False,-0.772761462,-0.594517757,False,-0.288763773,0.125185818,-0.289889139,0.725918966
888,S1,36,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_XFVuQN4GNsjSGeR,False,0.408642119,False,-0.214668351,1,4,2,2,5,1,1,5,1,5,15,1,4,2,1,5,1,1,4,2,5,16,16,-1.482261999,-0.870013339,,,,0,False,0.083094072,0.376511986,False,-0.315390435,-0.364827094,1.464772234,0.399113456
